Имя объекта;Тип объекта;Синоним;Файл
Перечисление.ПараметрыПодключенияКОблачнойПодписи;Перечисление;Параметри підключення до хмарного підпису;Перечисление_ПараметрыПодключенияКОблачнойПодписи.md
Перечисление.ПериодЗагрузкиПредыдущихПисем;Перечисление;Період завантаження попередніх листів;Перечисление_ПериодЗагрузкиПредыдущихПисем.md
Перечисление.ПериодичностиРасписанийРассылокОтчетов;Перечисление;Періодичності розкладів розсилань звітів;Перечисление_ПериодичностиРасписанийРассылокОтчетов.md
Перечисление.Периодичность;Перечисление;Періодичність;Перечисление_Периодичность.md
Перечисление.ПериодичностьПериодовДействия;Перечисление;Періодичність періодів дії;Перечисление_ПериодичностьПериодовДействия.md
Перечисление.ПериодОчисткиФайлов;Перечисление;Період очищення файлів;Перечисление_ПериодОчисткиФайлов.md
Перечисление.ПериодыВыгрузкиВМобильноеПриложение;Перечисление;Періоди вивантаження в мобільний додаток;Перечисление_ПериодыВыгрузкиВМобильноеПриложение.md
Перечисление.ПечатьПользовательскихЕдиницИзмерения;Перечисление;Друк користувацьких одиниць виміру;Перечисление_ПечатьПользовательскихЕдиницИзмерения.md
Перечисление.ПланируемыйСтатусМаркируемогоТовара;Перечисление;Запланований статус маркованого товару;Перечисление_ПланируемыйСтатусМаркируемогоТовара.md
Перечисление.ПланФакт;Перечисление;План факт;Перечисление_ПланФакт.md
Перечисление.ПлатежныйКалендарьВариантыПересчета;Перечисление;Платіжний календар варіанти перерахунку;Перечисление_ПлатежныйКалендарьВариантыПересчета.md
Перечисление.ПлатежныйКалендарьВидыПодробнойИнформации;Перечисление;Платіжний календар види детальної інформації;Перечисление_ПлатежныйКалендарьВидыПодробнойИнформации.md
Перечисление.ПоложениеРеквизитаНаФорме;Перечисление;Положення реквізиту на формі;Перечисление_ПоложениеРеквизитаНаФорме.md
Перечисление.ПолФизическогоЛица;Перечисление;Стать фізичної особи;Перечисление_ПолФизическогоЛица.md
Перечисление.ПоляШаблоновМагнитныхКарт;Перечисление;Поля шаблонів магнітних карток;Перечисление_ПоляШаблоновМагнитныхКарт.md
Перечисление.ПорядкиОкругления;Перечисление;Порядки округлення;Перечисление_ПорядкиОкругления.md
Перечисление.ПорядкиОкругленияОтчетности;Перечисление;Порядки округлення звітності;Перечисление_ПорядкиОкругленияОтчетности.md
Перечисление.ПраваПользователяПриложения;Перечисление;Права користувача додатку;Перечисление_ПраваПользователяПриложения.md
Перечисление.ПризнакиАгента;Перечисление;Ознаки агента;Перечисление_ПризнакиАгента.md
Перечисление.ПризнакиПредметаРасчета;Перечисление;Ознаки предмета розрахунку;Перечисление_ПризнакиПредметаРасчета.md
Перечисление.ПризнакиСпособаРасчета;Перечисление;Ознаки способу розрахунку;Перечисление_ПризнакиСпособаРасчета.md
Перечисление.ПринятьПоКолонке;Перечисление;Прийняти за стовпчиком;Перечисление_ПринятьПоКолонке.md
Перечисление.ПриоритетыОбъектовОбмена;Перечисление;Пріоритети об`єктів обміну;Перечисление_ПриоритетыОбъектовОбмена.md
Перечисление.ПричиныИзмененияСведенийККТ;Перечисление;Причини зміни відомостей про ККТ;Перечисление_ПричиныИзмененияСведенийККТ.md
Перечисление.ПричиныОтключенияДополнительныхОтчетовИОбработокВМоделиСервиса;Перечисление;Причини відключення додаткових звітів і обробок в моделі 
сервісу;Перечисление_ПричиныОтключенияДополнительныхОтчетовИОбработокВМоделиСервиса.md
Перечисление.ПричиныОтключенияРасширенийВМоделиСервиса;Перечисление;Причини відключення розширень в моделі сервісу;Перечисление_ПричиныОтключенияРасширенийВМоделиСервиса.md
Перечисление.ПровайдерыSMS;Перечисление;Провайдери SMS;Перечисление_ПровайдерыSMS.md
Перечисление.ПротоколыОбменаCMS;Перечисление;Протоколи обміну CMS;Перечисление_ПротоколыОбменаCMS.md
Перечисление.ПрофилиМобильногоПриложения;Перечисление;Профілі мобільного застосування;Перечисление_ПрофилиМобильногоПриложения.md
Перечисление.ПрочиеЗоныПересчетаАлкогольнойПродукции;Перечисление;Інші зони перерахунку алкогольної продукції;Перечисление_ПрочиеЗоныПересчетаАлкогольнойПродукции.md
Перечисление.РазмерыБумаги;Перечисление;Розміри паперу;Перечисление_РазмерыБумаги.md
Перечисление.РазрешенияСканированногоИзображения;Перечисление;Дозволу сканованого зображення;Перечисление_РазрешенияСканированногоИзображения.md
Перечисление.РасчетыВозврат;Перечисление;(не використовується) Розрахунки повернення;Перечисление_РасчетыВозврат.md
Перечисление.РежимВыгрузкиКартинокНоменклатуры;Перечисление;Режим вивантаження картинок номенклатури;Перечисление_РежимВыгрузкиКартинокНоменклатуры.md
Перечисление.РежимФормированияПечатныхФорм;Перечисление;Режим формування друкованих форм;Перечисление_РежимФормированияПечатныхФорм.md
Перечисление.РежимыВыгрузкиОбъектовОбмена;Перечисление;Режими вивантаження об`єктів обміну;Перечисление_РежимыВыгрузкиОбъектовОбмена.md
Перечисление.РежимыВыполненияОбработчиков;Перечисление;Режими виконання обробників;Перечисление_РежимыВыполненияОбработчиков.md
Перечисление.РежимыВыполненияОтложенныхОбработчиков;Перечисление;Режими виконання відкладених обробників;Перечисление_РежимыВыполненияОтложенныхОбработчиков.md
Перечисление.РежимыЗаполненияРесурса;Перечисление;Режими заповнення ресурсу;Перечисление_РежимыЗаполненияРесурса.md
Перечисление.РежимыЗапускаУНФ;Перечисление;Режими запуску УНФ;Перечисление_РежимыЗапускаУНФ.md
Перечисление.РежимыИспользованияИнформационнойБазы;Перечисление;Режими використання інформаційної бази;Перечисление_РежимыИспользованияИнформационнойБазы.md
Перечисление.РежимыОчисткиФайлов;Перечисление;Режими очищення файлів;Перечисление_РежимыОчисткиФайлов.md
Перечисление.РежимыПодтвержденияЗаписи;Перечисление;Режими підтвердження запису;Перечисление_РежимыПодтвержденияЗаписи.md
Перечисление.РежимыРаботыСОплатой;Перечисление;Режими роботи з оплатою;Перечисление_РежимыРаботыСОплатой.md
Перечисление.РежимыСовместимостиРазрешенийДополнительныхОтчетовИОбработок;Перечисление;Режими сумісності дозволів додаткових звітів й обробок;Перечисление_РежимыСовместимостиРазрешенийДополнительныхОтчетовИОбработок.md
Перечисление.РезультатыВыполненияОбмена;Перечисление;Результати виконання обміну;Перечисление_РезультатыВыполненияОбмена.md
Перечисление.РезультатыОбработкиЗапросовНаИспользованиеВнешнихРесурсовВМоделиСервиса;Перечисление;Результати обробки запитів на використання зовнішніх ресурсів у моделі сервісу;Перечисление_РезультатыОбработкиЗапросовНаИспользованиеВнешнихРесурсовВМоделиСервиса.md
Перечисление.РезультатыПроверкиПравилРегионализации;Перечисление;Результати перевірки правил регіоналізації;Перечисление_РезультатыПроверкиПравилРегионализации.md
Перечисление.РолиМобильногоПриложения;Перечисление;Ролі мобільного додатка;Перечисление_РолиМобильногоПриложения.md
Перечисление.РолиПользователейАбонентов;Перечисление;Ролі користувачів абонентів;Перечисление_РолиПользователейАбонентов.md
Перечисление.СервисыМассовыхРассылок;Перечисление;Сервіси масових розсилок;Перечисление_СервисыМассовыхРассылок.md
Перечисление.СервисыПереводаТекста;Перечисление;Сервіси перекладу тексту;Перечисление_СервисыПереводаТекста.md
Перечисление.СистемыНалогообложения;Перечисление;Системи оподатковування;Перечисление_СистемыНалогообложения.md
Перечисление.СобытияНДСПродаж;Перечисление;Події ПДВ продажів;Перечисление_СобытияНДСПродаж.md
Перечисление.СобытияРабочегоПроцесса;Перечисление;Події робочого процесу;Перечисление_СобытияРабочегоПроцесса.md
Перечисление.СостоянияВнеоборотныхАктивов;Перечисление;Стан майна;Перечисление_СостоянияВнеоборотныхАктивов.md
Перечисление.СостоянияДоставкиЗаказа;Перечисление;Стани доставки замовлення;Перечисление_СостоянияДоставкиЗаказа.md
Перечисление.СостоянияЗаданий;Перечисление;Стану завдань;Перечисление_СостоянияЗаданий.md
Перечисление.СостоянияЗапросовНаИспользованиеВнешнихРесурсов;Перечисление;Стани запитів на використання зовнішніх ресурсів;Перечисление_СостоянияЗапросовНаИспользованиеВнешнихРесурсов.md
Перечисление.СостоянияЗаявленияНаВыпускСертификата;Перечисление;Стан заяви на випуск сертифіката;Перечисление_СостоянияЗаявленияНаВыпускСертификата.md
Перечисление.СостоянияИнтеграцииОбъектов;Перечисление;Стани інтеграції об`єктів;Перечисление_СостоянияИнтеграцииОбъектов.md
Перечисление.СостоянияМиграцииПриложения;Перечисление;Стани міграції додатка;Перечисление_СостоянияМиграцииПриложения.md
Перечисление.СостоянияОбработкиНаложенныхПлатежейСервисДоставки;Перечисление;Стани обробки післяплати сервіс доставки;Перечисление_СостоянияОбработкиНаложенныхПлатежейСервисДоставки.md
Перечисление.СостоянияОплатыЗаказа;Перечисление;Стани оплати замовлення;Перечисление_СостоянияОплатыЗаказа.md
Перечисление.СостоянияОтправкиРассылки;Перечисление;Стан відправлення розсилання;Перечисление_СостоянияОтправкиРассылки.md
Перечисление.СостоянияПриложений;Перечисление;Стани додатків;Перечисление_СостоянияПриложений.md
Перечисление.СостоянияРасширений;Перечисление;Стани розширень;Перечисление_СостоянияРасширений.md
Перечисление.СостоянияРегистрацииКассовогоАппарата;Перечисление;Стани реєстрації касового апарату;Перечисление_СостоянияРегистрацииКассовогоАппарата.md
Перечисление.СостоянияСобытийКалендаря;Перечисление;Стан подій календаря;Перечисление_СостоянияСобытийКалендаря.md
Перечисление.СостоянияСообщенияSMS;Перечисление;Стани повідомлення SMS;Перечисление_СостоянияСообщенияSMS.md
Перечисление.СостоянияСубъектовДляСкрытия;Перечисление;Стани суб`єктів для приховання;Перечисление_СостоянияСубъектовДляСкрытия.md
Перечисление.СпециальныеНалоговыеРежимы;Перечисление;Спеціальні податкові режими;Перечисление_СпециальныеНалоговыеРежимы.md
Перечисление.СпособВыводаОстатковВПодборе;Перечисление;Спосіб висновку залишків у доборі;Перечисление_СпособВыводаОстатковВПодборе.md
Перечисление.СпособВыводаОтчета;Перечисление;Спосіб висновку звіту;Перечисление_СпособВыводаОтчета.md
Перечисление.СпособЗагрузкиДанныхИзВнешнихИсточников;Перечисление;Спосіб завантаження даних із зовнішніх джерел;Перечисление_СпособЗагрузкиДанныхИзВнешнихИсточников.md
Перечисление.СпособОтображенияСкидок;Перечисление;Спосіб відображення знижок;Перечисление_СпособОтображенияСкидок.md
Перечисление.СпособПодключенияДрайвера;Перечисление;;Перечисление_СпособПодключенияДрайвера.md
Перечисление.СпособыАутентификации;Перечисление;Способи аутентифікації;Перечисление_СпособыАутентификации.md
Перечисление.СпособыВводаДанныхОВремени;Перечисление;Способи введення даних про час;Перечисление_СпособыВводаДанныхОВремени.md
Перечисление.СпособыВозвратаТоваров;Перечисление;Способи повернення товарів;Перечисление_СпособыВозвратаТоваров.md
Перечисление.СпособыВызоваДополнительныхОбработок;Перечисление;Способи виклику додаткових обробок;Перечисление_СпособыВызоваДополнительныхОбработок.md
Перечисление.СпособыДобавленияВСегмент;Перечисление;Способи додавання в сегмент;Перечисление_СпособыДобавленияВСегмент.md
Перечисление.СпособыДоставки;Перечисление;Способи доставки;Перечисление_СпособыДоставки.md
Перечисление.СпособыЗаполненияГрафикаРаботы;Перечисление;Способи заповнення графіка роботи;Перечисление_СпособыЗаполненияГрафикаРаботы.md
Перечисление.СпособыЗаполненияСтавкиНДС;Перечисление;Способи заповнення ставки ПДВ;Перечисление_СпособыЗаполненияСтавкиНДС.md
Перечисление.СпособыЗачетаИРаспределенияПлатежей;Перечисление;Способи заліку і розподілу платежів;Перечисление_СпособыЗачетаИРаспределенияПлатежей.md
Перечисление.СпособыИдентификацииКонтрагентов;Перечисление;Способи ідентифікації контрагентів;Перечисление_СпособыИдентификацииКонтрагентов.md
Перечисление.СпособыИспользованияВидовЦенДляВозвратов;Перечисление;Способи використання видів цін для повернень;Перечисление_СпособыИспользованияВидовЦенДляВозвратов.md
Перечисление.СпособыНачисленияАмортизацииВнеоборотныхАктивов;Перечисление;Способи нарахування амортизації майна;Перечисление_СпособыНачисленияАмортизацииВнеоборотныхАктивов.md
Перечисление.СпособыОграниченияПодарочныхСертификатов;Перечисление;Способи обмеження подарункових сертифікатів;Перечисление_СпособыОграниченияПодарочныхСертификатов.md
Перечисление.СпособыОплатыCashalot;Перечисление;Способи оплати для ПРРО Cashalot;Перечисление_СпособыОплатыCashalot.md
Перечисление.СпособыОплатыЭквайринг;Перечисление;Способи оплати еквайринг;Перечисление_СпособыОплатыЭквайринг.md
Перечисление.СпособыОповещенияПользователяОНовостях;Перечисление;Способи оповіщення користувача про новини;Перечисление_СпособыОповещенияПользователяОНовостях.md
Перечисление.СпособыОтгрузки;Перечисление;Способи відвантаження;Перечисление_СпособыОтгрузки.md
Перечисление.СпособыОткрытияФайлаНаПросмотр;Перечисление;Способи відкриття файлу на перегляд;Перечисление_СпособыОткрытияФайлаНаПросмотр.md
Перечисление.СпособыПередачиТоваров;Перечисление;Способи передачі товарів;Перечисление_СпособыПередачиТоваров.md
Перечисление.СпособыПоворотаИзображения;Перечисление;Способи повороту зображення;Перечисление_СпособыПоворотаИзображения.md
Перечисление.СпособыПодтвержденияКриптоопераций;Перечисление;Способи підтвердження криптооперацій;Перечисление_СпособыПодтвержденияКриптоопераций.md
Перечисление.СпособыПолученияДанныхИсточника;Перечисление;Способи отримання даних джерела;Перечисление_СпособыПолученияДанныхИсточника.md
Перечисление.СпособыПополненияЗапасов;Перечисление;Способи поповнення запасів;Перечисление_СпособыПополненияЗапасов.md
Перечисление.СпособыПредоставленияСкидокНаценок;Перечисление;Способи надання знижок націнок;Перечисление_СпособыПредоставленияСкидокНаценок.md
Перечисление.СпособыПримененияЛьготРаботников;Перечисление;Способи застосування пільг працівників;Перечисление_СпособыПримененияЛьготРаботников.md
Перечисление.СпособыРасчетаКомиссионногоВознаграждения;Перечисление;Способи розрахунку комісійної винагороди;Перечисление_СпособыРасчетаКомиссионногоВознаграждения.md
Перечисление.СпособыРасчетаПремийПоЛичнымПродажам;Перечисление;Способи розрахунку премій;Перечисление_СпособыРасчетаПремийПоЛичнымПродажам.md
Перечисление.СпособыРасчетаСебестоимостиКалькуляции;Перечисление;Способи розрахунку собівартості калькуляції;Перечисление_СпособыРасчетаСебестоимостиКалькуляции.md
Перечисление.СпособыРасчетаСуммыЗатрат;Перечисление;Способи розрахунку суми витрат;Перечисление_СпособыРасчетаСуммыЗатрат.md
Перечисление.СпособыРасчетаЦеныНабора;Перечисление;Способи розрахунку ціни набору;Перечисление_СпособыРасчетаЦеныНабора.md
Перечисление.СпособыРедактированияЭлектронныхПисем;Перечисление;Способи редагування електронних листів;Перечисление_СпособыРедактированияЭлектронныхПисем.md
Перечисление.СпособыСравненияВерсийФайлов;Перечисление;Способи порівняння версій файлів;Перечисление_СпособыСравненияВерсийФайлов.md
Перечисление.СпособыУстановкиВремениНапоминания;Перечисление;Способи установки часу нагадування;Перечисление_СпособыУстановкиВремениНапоминания.md
Перечисление.СпособыУстановкиДатыОтгрузкиЗаказа;Перечисление;Способи установки дати відвантаження замовлення;Перечисление_СпособыУстановкиДатыОтгрузкиЗаказа.md
Перечисление.СпособыУстановкиКурсаВалюты;Перечисление;Способи встановлення курсу валюти;Перечисление_СпособыУстановкиКурсаВалюты.md
Перечисление.СпособыФорматноЛогическогоКонтроля;Перечисление;Способи форматно-логічного контролю;Перечисление_СпособыФорматноЛогическогоКонтроля.md
Перечисление.СрокДействияПодарочныхСертификатов;Перечисление;Термін дії подарункових сертифікатів;Перечисление_СрокДействияПодарочныхСертификатов.md
Перечисление.СрокиХраненияВерсий;Перечисление;Терміни зберігання версій;Перечисление_СрокиХраненияВерсий.md
Перечисление.СтатусОбработкиЗапросаКМ;Перечисление;Статус обробки запиту КМ;Перечисление_СтатусОбработкиЗапросаКМ.md
Перечисление.СтатусОплаты;Перечисление;Статус оплати;Перечисление_СтатусОплаты.md
Перечисление.СтатусОтгрузки;Перечисление;Статус відвантаження;Перечисление_СтатусОтгрузки.md
Перечисление.СтатусРезультатаЗапросаКМ;Перечисление;Статус результату запиту КМ;Перечисление_СтатусРезультатаЗапросаКМ.md
Перечисление.СтатусЧекаККТВОчереди;Перечисление;Статус чека ККТ в черзі;Перечисление_СтатусЧекаККТВОчереди.md
Перечисление.СтатусыИзвлеченияТекстаФайлов;Перечисление;Статуси витягу тексту файлів;Перечисление_СтатусыИзвлеченияТекстаФайлов.md
Перечисление.СтатусыКассовойСмены;Перечисление;Статуси касової зміни;Перечисление_СтатусыКассовойСмены.md
Перечисление.СтатусыОбластейДанных;Перечисление;Статуси областей даних;Перечисление_СтатусыОбластейДанных.md
Перечисление.СтатусыОбработчиковОбновления;Перечисление;Статуси обробників оновлення;Перечисление_СтатусыОбработчиковОбновления.md
Перечисление.СтатусыОтчетаОРозничныхПродажах;Перечисление;Статуси звіту про роздрібні продажі;Перечисление_СтатусыОтчетаОРозничныхПродажах.md
Перечисление.СтатусыПартий;Перечисление;Статуси партій;Перечисление_СтатусыПартий.md
Перечисление.СтатусыПлатежногоПоручения;Перечисление;Статуси платіжного доручення;Перечисление_СтатусыПлатежногоПоручения.md
Перечисление.СтатусыРегистрацииВЕРНННалоговыхДокументов;Перечисление;Статуси реєстрації ВЕРНННалоговых документів;Перечисление_СтатусыРегистрацииВЕРНННалоговыхДокументов.md
Перечисление.СтатусыСверокВзаиморасчетов;Перечисление;Статуси звірень взаєморозрахунків;Перечисление_СтатусыСверокВзаиморасчетов.md
Перечисление.СтатусыУтвержденияПлатежей;Перечисление;Статуси твердження платежів;Перечисление_СтатусыУтвержденияПлатежей.md
Перечисление.СтатусыЧековККМ;Перечисление;Статуси чеків ККМ;Перечисление_СтатусыЧековККМ.md
Перечисление.СубъектыДоверенности;Перечисление;Суб`єкти доручення;Перечисление_СубъектыДоверенности.md
Перечисление.ТабличныеЧастиДокументов;Перечисление;Табличні частини документів;Перечисление_ТабличныеЧастиДокументов.md
Перечисление.ТипХранилищаСертификатов;Перечисление;Тип сховища сертифікатів;Перечисление_ТипХранилищаСертификатов.md
Перечисление.ТипыВерсийОбъекта;Перечисление;Типи версій об`єкта;Перечисление_ТипыВерсийОбъекта.md
Перечисление.ТипыВидовЦен;Перечисление;Типи видів цін;Перечисление_ТипыВидовЦен.md
Перечисление.ТипыВнеоборотныхАктивов;Перечисление;Типи майна;Перечисление_ТипыВнеоборотныхАктивов.md
Перечисление.ТипыГраницПериода;Перечисление;Типи границь періоду;Перечисление_ТипыГраницПериода.md
Перечисление.ТипыГрафикаРаботы;Перечисление;Типи графіка роботи;Перечисление_ТипыГрафикаРаботы.md
Перечисление.ТипыДанныхКэшаПрограммныхИнтерфейсов;Перечисление;Типи даних кеша програмних інтерфейсів;Перечисление_ТипыДанныхКэшаПрограммныхИнтерфейсов.md
Перечисление.ТипыДвиженийЗапасов;Перечисление;Типи рухів запасів;Перечисление_ТипыДвиженийЗапасов.md
Перечисление.ТипыДействийРабочегоПроцесса;Перечисление;Типи дій робочого процесу;Перечисление_ТипыДействийРабочегоПроцесса.md
Перечисление.ТипыДенежныхСредств;Перечисление;Типи коштів;Перечисление_ТипыДенежныхСредств.md
Перечисление.ТипыДиаграмм;Перечисление;Типи діаграм;Перечисление_ТипыДиаграмм.md
Перечисление.ТипыЗанятости;Перечисление;Типи зайнятості;Перечисление_ТипыЗанятости.md
Перечисление.ТипыИдентификаторовТовараККТ;Перечисление;Типи ідентифікаторів товару ККТ;Перечисление_ТипыИдентификаторовТовараККТ.md
Перечисление.ТипыИзмеряемыхВеличин;Перечисление;Типи вимірюваних величин;Перечисление_ТипыИзмеряемыхВеличин.md
Перечисление.ТипыИнформационныхБаз;Перечисление;Типи інформаційних баз;Перечисление_ТипыИнформационныхБаз.md
Перечисление.ТипыИсточниковИнтеграции;Перечисление;Типи джерел інтеграції;Перечисление_ТипыИсточниковИнтеграции.md
Перечисление.ТипыКарт;Перечисление;Типи карток;Перечисление_ТипыКарт.md
Перечисление.ТипыКассККМ;Перечисление;Типи кас ККМ;Перечисление_ТипыКассККМ.md
Перечисление.ТипыКодовКарт;Перечисление;Типи кодів карток;Перечисление_ТипыКодовКарт.md
Перечисление.ТипыКомиссииКредитовИЗаймов;Перечисление;Тип Комісії;Перечисление_ТипыКомиссииКредитовИЗаймов.md
Перечисление.ТипыКонтактнойИнформации;Перечисление;Типи контактної інформації;Перечисление_ТипыКонтактнойИнформации.md
Перечисление.ТипыЛистовКассовойКниги;Перечисление;Типи аркушів касової книги;Перечисление_ТипыЛистовКассовойКниги.md
Перечисление.ТипыНалогообложенияНДС;Перечисление;Типи оподатковування ПДВ;Перечисление_ТипыНалогообложенияНДС.md
Перечисление.ТипыНачисленийИУдержаний;Перечисление;Типи нарахувань і утримань;Перечисление_ТипыНачисленийИУдержаний.md
Перечисление.ТипыНоменклатуры;Перечисление;Типи номенклатури;Перечисление_ТипыНоменклатуры.md
Перечисление.ТипыОплатНаСайте;Перечисление;Типи оплат на сайті;Перечисление_ТипыОплатНаСайте.md
Перечисление.ТипыОплатыККТ;Перечисление;Типи оплати ККТ;Перечисление_ТипыОплатыККТ.md
Перечисление.ТипыОтчетов;Перечисление;Типи звітів;Перечисление_ТипыОтчетов.md
Перечисление.ТипыОфлайнОборудования;Перечисление;Типи офлайн обладнання;Перечисление_ТипыОфлайнОборудования.md
Перечисление.ТипыПакетнойОперацииВОчередиЧеков;Перечисление;Типи пакетної операції в черзі чеків;Перечисление_ТипыПакетнойОперацииВОчередиЧеков.md
Перечисление.ТипыПерсональныхДанныхККТ;Перечисление;Типи персональних даних ККТ;Перечисление_ТипыПерсональныхДанныхККТ.md
Перечисление.ТипыПодключаемогоОборудования;Перечисление;Типи торгового обладнання;Перечисление_ТипыПодключаемогоОборудования.md
Перечисление.ТипыПодключенияККТ;Перечисление;Типи підключення ККТ;Перечисление_ТипыПодключенияККТ.md
Перечисление.ТипыПодключенияОборудования;Перечисление;Типи підключення обладнання;Перечисление_ТипыПодключенияОборудования.md
Перечисление.ТипыПодписиКриптографии;Перечисление;Типи підпису криптографії;Перечисление_ТипыПодписиКриптографии.md
Перечисление.ТипыПодписокСервиса;Перечисление;Типи підписок сервісу;Перечисление_ТипыПодписокСервиса.md
Перечисление.ТипыПоказателейБизнеса;Перечисление;Типи показників бізнесу;Перечисление_ТипыПоказателейБизнеса.md
Перечисление.ТипыПолейКонструктораФорм;Перечисление;Типи полів конструктора форм;Перечисление_ТипыПолейКонструктораФорм.md
Перечисление.ТипыПолитикУказанияСерий;Перечисление;Типи політик вказівки серій;Перечисление_ТипыПолитикУказанияСерий.md
Перечисление.ТипыПолучателейЭлектронногоПисьма;Перечисление;Типи одержувачів електронного листа;Перечисление_ТипыПолучателейЭлектронногоПисьма.md
Перечисление.ТипыПредопределенныхПапокПисем;Перечисление;Типи напередвизначених тек листів;Перечисление_ТипыПредопределенныхПапокПисем.md
Перечисление.ТипыПриглашений;Перечисление;Типи запрошень;Перечисление_ТипыПриглашений.md
Перечисление.ТипыПриемаПередачиТоваров;Перечисление;Типи прийому (передачі) товарів;Перечисление_ТипыПриемаПередачиТоваров.md
Перечисление.ТипыПроблемОбменаДанными;Перечисление;Типи проблем обміну даними;Перечисление_ТипыПроблемОбменаДанными.md
Перечисление.ТипыРасчетаДенежнымиСредствами;Перечисление;Типи розрахунку грошовими коштами;Перечисление_ТипыРасчетаДенежнымиСредствами.md
Перечисление.ТипыРасчетов;Перечисление;Типи розрахунків;Перечисление_ТипыРасчетов.md
Перечисление.ТипыРесурсов;Перечисление;Типи ресурсів;Перечисление_ТипыРесурсов.md
Перечисление.ТипыСистемНалогообложенияККТ;Перечисление;Типи систем оподаткування ККТ;Перечисление_ТипыСистемНалогообложенияККТ.md
Перечисление.ТипыСобытий;Перечисление;Типи подій;Перечисление_ТипыСобытий.md
Перечисление.ТипыСпособовОплат;Перечисление;Типи способів оплати;Перечисление_ТипыСпособовОплат.md
Перечисление.ТипыСравненияЗначенийСкидокНаценок;Перечисление;Типи порівняння значень знижок націнок;Перечисление_ТипыСравненияЗначенийСкидокНаценок.md
