Имя объекта;Тип объекта;Синоним;Файл
РегистрСведений.МиграцияПриложенийСостояниеВыгрузки;РегистрСведений;Міграція додатків стан вивантаження;РегистрСведений_МиграцияПриложенийСостояниеВыгрузки.md
РегистрСведений.МиграцияПриложенийСостояниеЗагрузки;РегистрСведений;Міграція додатків стан завантаження;РегистрСведений_МиграцияПриложенийСостояниеЗагрузки.md
РегистрСведений.МРОТ;РегистрСведений;Мінімальна оплата праці;РегистрСведений_МРОТ.md
РегистрСведений.НаборыЗначенийДоступа;РегистрСведений;Набори значень доступу;РегистрСведений_НаборыЗначенийДоступа.md
РегистрСведений.НазначениеДополнительныхОбработок;РегистрСведений;Призначення додаткових обробок;РегистрСведений_НазначениеДополнительныхОбработок.md
РегистрСведений.НаличиеДублейУКонтрагентов;РегистрСведений;Наявність дублів у контрагентів;РегистрСведений_НаличиеДублейУКонтрагентов.md
РегистрСведений.НаличиеФайлов;РегистрСведений;Наявність файлів;РегистрСведений_НаличиеФайлов.md
РегистрСведений.НапоминанияПользователя;РегистрСведений;Нагадування користувача;РегистрСведений_НапоминанияПользователя.md
РегистрСведений.НаследованиеНастроекПравОбъектов;РегистрСведений;Наслідування налаштувань прав об`єктів;РегистрСведений_НаследованиеНастроекПравОбъектов.md
РегистрСведений.НастройкаПередачиТоваровМеждуОрганизациями;РегистрСведений;Налаштування передачі товарів між організаціями;РегистрСведений_НастройкаПередачиТоваровМеждуОрганизациями.md
РегистрСведений.НастройкиВариантовОтчетов;РегистрСведений;Налаштування варіантів звітів;РегистрСведений_НастройкиВариантовОтчетов.md
РегистрСведений.НастройкиВариантовОтчетовУНФ;РегистрСведений;Налаштування варіантів звітів BAS МБ;РегистрСведений_НастройкиВариантовОтчетовУНФ.md
РегистрСведений.НастройкиВерсионированияОбъектов;РегистрСведений;Налаштування версіонування об`єктів;РегистрСведений_НастройкиВерсионированияОбъектов.md
РегистрСведений.НастройкиВидовКонтактнойИнформации;РегистрСведений;Налаштування видів контактної інформації;РегистрСведений_НастройкиВидовКонтактнойИнформации.md
РегистрСведений.НастройкиЗагрузкиПисем;РегистрСведений;Налаштування завантаження листів;РегистрСведений_НастройкиЗагрузкиПисем.md
РегистрСведений.НастройкиЗаконодательныхИзменений;РегистрСведений;Налаштування законодавчих змін;РегистрСведений_НастройкиЗаконодательныхИзменений.md
РегистрСведений.НастройкиЗаписьНаУслуги;РегистрСведений;Налаштування запис на послуги;РегистрСведений_НастройкиЗаписьНаУслуги.md
РегистрСведений.НастройкиЗаписьНаУслугиИнтернетМагазина;РегистрСведений;Налаштування запис на послуги інтернет магазину;РегистрСведений_НастройкиЗаписьНаУслугиИнтернетМагазина.md
РегистрСведений.НастройкиИнтеграцииКонтактныхФорм;РегистрСведений;Налаштування інтеграції контактних форм;РегистрСведений_НастройкиИнтеграцииКонтактныхФорм.md
РегистрСведений.НастройкиИнтеграцииМассовыхРассылок;РегистрСведений;Налаштування інтеграції масових розсилок;РегистрСведений_НастройкиИнтеграцииМассовыхРассылок.md
РегистрСведений.НастройкиКомандПечати;РегистрСведений;Налаштування команд друку;РегистрСведений_НастройкиКомандПечати.md
РегистрСведений.НастройкиОбменаДаннымиXDTO;РегистрСведений;Налаштування обміну даними XDTO;РегистрСведений_НастройкиОбменаДаннымиXDTO.md
РегистрСведений.НастройкиОтправителя;РегистрСведений;Налаштування відправника;РегистрСведений_НастройкиОтправителя.md
РегистрСведений.НастройкиОчисткиФайлов;РегистрСведений;Налаштування очищення файлів;РегистрСведений_НастройкиОчисткиФайлов.md
РегистрСведений.НастройкиПользователей;РегистрСведений;Налаштування користувачів;РегистрСведений_НастройкиПользователей.md
РегистрСведений.НастройкиПравОбъектов;РегистрСведений;Налаштування прав об`єктів;РегистрСведений_НастройкиПравОбъектов.md
РегистрСведений.НастройкиСинхронизацииФайлов;РегистрСведений;Налаштування синхронізації файлів;РегистрСведений_НастройкиСинхронизацииФайлов.md
РегистрСведений.НастройкиТранспортаОбменаДанными;РегистрСведений;Налаштування транспорту обміну даними;РегистрСведений_НастройкиТранспортаОбменаДанными.md
РегистрСведений.НастройкиТранспортаОбменаОбластейДанных;РегистрСведений;Налаштування транспорту обміну областей даних;РегистрСведений_НастройкиТранспортаОбменаОбластейДанных.md
РегистрСведений.НастройкиТранспортаОбменаОбластиДанных;РегистрСведений;Налаштування транспорту обміну області даних;РегистрСведений_НастройкиТранспортаОбменаОбластиДанных.md
РегистрСведений.НастройкиТранспортаОбменаСообщениями;РегистрСведений;Налаштування транспорту обміну повідомленнями;РегистрСведений_НастройкиТранспортаОбменаСообщениями.md
РегистрСведений.НастройкиУчетныхСистем;РегистрСведений;Налаштування облікових систем;РегистрСведений_НастройкиУчетныхСистем.md
РегистрСведений.НДФЛЛьготыСотрудников;РегистрСведений;Інформація для розрахунку ПДФО та внесків;РегистрСведений_НДФЛЛьготыСотрудников.md
РегистрСведений.НДФЛСтавкиНалогов;РегистрСведений;Ставки податків;РегистрСведений_НДФЛСтавкиНалогов.md
РегистрСведений.НеобрабатываемыеТелефонныеНомера;РегистрСведений;Необроблювані телефонні номери;РегистрСведений_НеобрабатываемыеТелефонныеНомера.md
РегистрСведений.НеоплаченныеСчетаОплатыСервиса;РегистрСведений;Неоплачені рахунки оплати сервісу;РегистрСведений_НеоплаченныеСчетаОплатыСервиса.md
РегистрСведений.НеразделенныеПользователи;РегистрСведений;Нерозділені користувачі;РегистрСведений_НеразделенныеПользователи.md
РегистрСведений.НеснижаемыеОстаткиДенежныхСредств;РегистрСведений;Незнижувані залишки;РегистрСведений_НеснижаемыеОстаткиДенежныхСредств.md
РегистрСведений.НеудаленныеОбъекты;РегистрСведений;Невилучені об`єкти;РегистрСведений_НеудаленныеОбъекты.md
РегистрСведений.НоменклатураКонтрагентов;РегистрСведений;Номенклатура контрагентів;РегистрСведений_НоменклатураКонтрагентов.md
РегистрСведений.НомераОтсканированныхФайлов;РегистрСведений;Номера відсканованих файлів;РегистрСведений_НомераОтсканированныхФайлов.md
РегистрСведений.НормыВремениРабот;РегистрСведений;Норми часу робіт;РегистрСведений_НормыВремениРабот.md
РегистрСведений.НСИСНастройки;РегистрСведений;Налаштування RDI Service;РегистрСведений_НСИСНастройки.md
РегистрСведений.НСИСФайлы;РегистрСведений;Файли RDI;РегистрСведений_НСИСФайлы.md
РегистрСведений.НумерацияЧековККТ;РегистрСведений;Нумерація чеків ККТ;РегистрСведений_НумерацияЧековККТ.md
РегистрСведений.ОбластиДанных;РегистрСведений;Області даних;РегистрСведений_ОбластиДанных.md
РегистрСведений.ОбластиПерсональныхДанных;РегистрСведений;Області персональних даних;РегистрСведений_ОбластиПерсональныхДанных.md
РегистрСведений.ОбластиСтатистики;РегистрСведений;Області статистики;РегистрСведений_ОбластиСтатистики.md
РегистрСведений.ОбменССайтомСтруктураКаталога;РегистрСведений;Обмін з сайтом структура каталогу;РегистрСведений_ОбменССайтомСтруктураКаталога.md
РегистрСведений.ОбновлениеКлючейДоступаКДанным;РегистрСведений;Оновлення ключів доступу до даних;РегистрСведений_ОбновлениеКлючейДоступаКДанным.md
РегистрСведений.ОбновлениеКлючейДоступаПользователей;РегистрСведений;Оновлення ключів доступу користувачів;РегистрСведений_ОбновлениеКлючейДоступаПользователей.md
РегистрСведений.ОбновлениеКлючейДоступаТекущиеЗадания;РегистрСведений;Оновлення ключів доступу поточні завдання;РегистрСведений_ОбновлениеКлючейДоступаТекущиеЗадания.md
РегистрСведений.ОбновленныеЗаписиКалендаряСотрудника;РегистрСведений;Оновлені записи календаря співробітника;РегистрСведений_ОбновленныеЗаписиКалендаряСотрудника.md
РегистрСведений.ОбработчикиОбновления;РегистрСведений;Обробники оновлення;РегистрСведений_ОбработчикиОбновления.md
РегистрСведений.ОбработчикиОбновленияОбщихДанных;РегистрСведений;Обробники оновлення загальних даних;РегистрСведений_ОбработчикиОбновленияОбщихДанных.md
РегистрСведений.ОбработчикиСобытийСинхронизацииДанных;РегистрСведений;Обробники подій синхронізації даних;РегистрСведений_ОбработчикиСобытийСинхронизацииДанных.md
РегистрСведений.Обсуждения;РегистрСведений;Історія;РегистрСведений_Обсуждения.md
РегистрСведений.ОбщиеНастройкиУзловИнформационныхБаз;РегистрСведений;Загальні налаштування вузлів інформаційних баз;РегистрСведений_ОбщиеНастройкиУзловИнформационныхБаз.md
РегистрСведений.ОбщиеПоставляемыеМакетыПечати;РегистрСведений;Загальні макети друку, що поставляються;РегистрСведений_ОбщиеПоставляемыеМакетыПечати.md
РегистрСведений.ОбъектыКОтправке;РегистрСведений;Об`єкти до відправки;РегистрСведений_ОбъектыКОтправке.md
РегистрСведений.ОбязательностьЗаполненияРеквизитов;РегистрСведений;Обов`язковість заповнення реквізитів;РегистрСведений_ОбязательностьЗаполненияРеквизитов.md
РегистрСведений.ОграничениеСкоростиОтсылкиИнцидентов;РегистрСведений;Обмеження швидкості відсилання інцидентів;РегистрСведений_ОграничениеСкоростиОтсылкиИнцидентов.md
РегистрСведений.ОперацииРегламентныхЗаданий;РегистрСведений;Операції регламентних завдань;РегистрСведений_ОперацииРегламентныхЗаданий.md
РегистрСведений.ОперацииРегламентныхЗаданийОбластейДанных;РегистрСведений;Операції регламентних завдань областей даних;РегистрСведений_ОперацииРегламентныхЗаданийОбластейДанных.md
РегистрСведений.ОперацииСтатистики;РегистрСведений;Операції статистики;РегистрСведений_ОперацииСтатистики.md
РегистрСведений.ОплатыПокупателейИнтернетМагазина;РегистрСведений;Оплати покупців інтернет магазину;РегистрСведений_ОплатыПокупателейИнтернетМагазина.md
РегистрСведений.ОплатыПокупателейССайта;РегистрСведений;Оплати покупців з сайту;РегистрСведений_ОплатыПокупателейССайта.md
РегистрСведений.ОповещенияПользователейСертификатов;РегистрСведений;Сповіщення користувачів сертифікатів;РегистрСведений_ОповещенияПользователейСертификатов.md
РегистрСведений.ОсновныеДоговорыКонтрагента;РегистрСведений;Основні договори контрагента;РегистрСведений_ОсновныеДоговорыКонтрагента.md
РегистрСведений.ОсновныеПодписиПисем;РегистрСведений;Основні підписи листів;РегистрСведений_ОсновныеПодписиПисем.md
