Имя объекта;Тип объекта;Синоним;Файл
РегистрСведений.СвойстваЗаданий;РегистрСведений;Властивості завдань;РегистрСведений_СвойстваЗаданий.md
РегистрСведений.СвязиВидовЦенСлужебный;РегистрСведений;(Ціноутворення) Використання у формулах динамічних стовпчиків прайс-листів;РегистрСведений_СвязиВидовЦенСлужебный.md
РегистрСведений.СвязиГоловнойКонтрагентПодразделение;РегистрСведений;Зв`язки головний контрагент підрозділ;РегистрСведений_СвязиГоловнойКонтрагентПодразделение.md
РегистрСведений.СвязиКонтрагентКонтакт;РегистрСведений;Зв`язки контрагент контакт;РегистрСведений_СвязиКонтрагентКонтакт.md
РегистрСведений.СвязиКонтрагентЛид;РегистрСведений;Зв`язки контрагент лід;РегистрСведений_СвязиКонтрагентЛид.md
РегистрСведений.СвязьАбонентСервисаОрганизация;РегистрСведений;Зв`язок абонент сервісу організація;РегистрСведений_СвязьАбонентСервисаОрганизация.md
РегистрСведений.СеансовыеДанныеGoogle;РегистрСведений;Сеансові дані Google;РегистрСведений_СеансовыеДанныеGoogle.md
РегистрСведений.СерииНоменклатурыГарантии;РегистрСведений;Серії номенклатури - рухи;РегистрСведений_СерииНоменклатурыГарантии.md
РегистрСведений.СертификатыШифрования;РегистрСведений;Сертифікати шифрування;РегистрСведений_СертификатыШифрования.md
РегистрСведений.СессииОбменаСообщениямиСистемы;РегистрСведений;Сесії системи обміну повідомленнями;РегистрСведений_СессииОбменаСообщениямиСистемы.md
РегистрСведений.СистемыНалогообложенияКонтрагентов;РегистрСведений;Системи оподаткування контрагентів;РегистрСведений_СистемыНалогообложенияКонтрагентов.md
РегистрСведений.СистемыНалогообложенияОрганизаций;РегистрСведений;Системи оподаткування організацій;РегистрСведений_СистемыНалогообложенияОрганизаций.md
РегистрСведений.СклоненияПредставленийОбъектов;РегистрСведений;Відмінювання представлень об`єктів;РегистрСведений_СклоненияПредставленийОбъектов.md
РегистрСведений.СкрытыеРегламентированныеОтчеты;РегистрСведений;Приховані регламентовані звіти;РегистрСведений_СкрытыеРегламентированныеОтчеты.md
РегистрСведений.СлужебныйАвтоматическиеСкидки;РегистрСведений;Службовий автоматичні знижки;РегистрСведений_СлужебныйАвтоматическиеСкидки.md
РегистрСведений.СообщенияОбменаДанными;РегистрСведений;Повідомлення обміну даними;РегистрСведений_СообщенияОбменаДанными.md
РегистрСведений.СообщенияОбменаДаннымиОбластейДанных;РегистрСведений;Повідомлення обміну даними областей даних;РегистрСведений_СообщенияОбменаДаннымиОбластейДанных.md
РегистрСведений.СоответствиеНаименованияКолонокПолямЗагрузки;РегистрСведений;Відповідність найменування колонок полям завантаження;РегистрСведений_СоответствиеНаименованияКолонокПолямЗагрузки.md
РегистрСведений.СоответствиеПолейЛидаИКонтрагента;РегистрСведений;Відповідність полів ліда і контрагента;РегистрСведений_СоответствиеПолейЛидаИКонтрагента.md
РегистрСведений.СоответствияОбъектовИнтернетМагазина;РегистрСведений;Відповідності об`єктів інтернет магазину;РегистрСведений_СоответствияОбъектовИнтернетМагазина.md
РегистрСведений.СоответствияОбъектовИнформационныхБаз;РегистрСведений;Відповідності об`єктів інформаційних баз;РегистрСведений_СоответствияОбъектовИнформационныхБаз.md
РегистрСведений.СоответствияОбъектовСайта;РегистрСведений;Відповідності об`єктів сайту;РегистрСведений_СоответствияОбъектовСайта.md
РегистрСведений.СопутствующиеТовары;РегистрСведений;Супутні товари;РегистрСведений_СопутствующиеТовары.md
РегистрСведений.СортировкаФайловДляСайта;РегистрСведений;Сортування файлів для сайту;РегистрСведений_СортировкаФайловДляСайта.md
РегистрСведений.СоставНаборов;РегистрСведений;Склад наборів;РегистрСведений_СоставНаборов.md
РегистрСведений.СоставСегментаКонтрагентов;РегистрСведений;Склад сегменту контрагентів;РегистрСведений_СоставСегментаКонтрагентов.md
РегистрСведений.СоставСегментаНоменклатуры;РегистрСведений;Склад сегменту номенклатури;РегистрСведений_СоставСегментаНоменклатуры.md
РегистрСведений.СоставыГруппПользователей;РегистрСведений;Склади груп користувачів;РегистрСведений_СоставыГруппПользователей.md
РегистрСведений.СостояниеБонусовСервисЛояльности;РегистрСведений;Стан бонусів;РегистрСведений_СостояниеБонусовСервисЛояльности.md
РегистрСведений.СостояниеПодарочныхСертификатовСервисЛояльности;РегистрСведений;Стан подарункових сертифікатів;РегистрСведений_СостояниеПодарочныхСертификатовСервисЛояльности.md
РегистрСведений.СостоянияВнеоборотныхАктивов;РегистрСведений;Стан майна;РегистрСведений_СостоянияВнеоборотныхАктивов.md
РегистрСведений.СостоянияИнтеграцииОбъектов;РегистрСведений;Стани інтеграції об`єктів;РегистрСведений_СостоянияИнтеграцииОбъектов.md
РегистрСведений.СостоянияОбменовДанными;РегистрСведений;Стан обмінів даними;РегистрСведений_СостоянияОбменовДанными.md
РегистрСведений.СостоянияОбменовДаннымиОбластейДанных;РегистрСведений;Стан обмінів даними областей даних;РегистрСведений_СостоянияОбменовДаннымиОбластейДанных.md
РегистрСведений.СостоянияОбменовИнтернетМагазина;РегистрСведений;Стани обмінів інтернет магазину;РегистрСведений_СостоянияОбменовИнтернетМагазина.md
РегистрСведений.СостоянияОбменовССайтами;РегистрСведений;Стан обмінів з сайтами;РегистрСведений_СостоянияОбменовССайтами.md
РегистрСведений.СостоянияОригиналовПервичныхДокументов;РегистрСведений;Стани оригіналів первинних документів;РегистрСведений_СостоянияОригиналовПервичныхДокументов.md
РегистрСведений.СостоянияРассылокОтчетов;РегистрСведений;Стан розсилань звітів;РегистрСведений_СостоянияРассылокОтчетов.md
РегистрСведений.СостоянияУспешныхОбменовДанными;РегистрСведений;Стан успішних обмінів даними;РегистрСведений_СостоянияУспешныхОбменовДанными.md
РегистрСведений.СостоянияУспешныхОбменовДаннымиОбластейДанных;РегистрСведений;Стан успішних обмінів даними областей даних;РегистрСведений_СостоянияУспешныхОбменовДаннымиОбластейДанных.md
РегистрСведений.СостоянияУспешныхОбменовИнтернетМагазина;РегистрСведений;Стани успішних обмінів інтернет магазину;РегистрСведений_СостоянияУспешныхОбменовИнтернетМагазина.md
РегистрСведений.СостоянияУспешныхОбменовССайтами;РегистрСведений;Стан успішних обмінів з сайтами;РегистрСведений_СостоянияУспешныхОбменовССайтами.md
РегистрСведений.Сотрудники;РегистрСведений;Відомості про співробітників;РегистрСведений_Сотрудники.md
РегистрСведений.СотрудникиПользователя;РегистрСведений;Співробітники користувача;РегистрСведений_СотрудникиПользователя.md
РегистрСведений.СпамСобытий;РегистрСведений;Спам подій;РегистрСведений_СпамСобытий.md
РегистрСведений.СпецификацииПоУмолчанию;РегистрСведений;Специфікації за замовчуванням;РегистрСведений_СпецификацииПоУмолчанию.md
РегистрСведений.СтавкиНДСПоДоговорам;РегистрСведений;Ставки ПДВ за договорами;РегистрСведений_СтавкиНДСПоДоговорам.md
РегистрСведений.СтатистикаКонфигурации;РегистрСведений;Статистика конфігурації;РегистрСведений_СтатистикаКонфигурации.md
РегистрСведений.СтатусыДокументов;РегистрСведений;Статуси документів;РегистрСведений_СтатусыДокументов.md
РегистрСведений.СтатусыСинхронизацииФайловСОблачнымСервисом;РегистрСведений;Статуси синхронізації файлів з хмарним сервісом;РегистрСведений_СтатусыСинхронизацииФайловСОблачнымСервисом.md
РегистрСведений.СтруктураКаталогаИнтернетМагазина;РегистрСведений;Структура каталогу інтернет магазину;РегистрСведений_СтруктураКаталогаИнтернетМагазина.md
РегистрСведений.СубъектыДляСкрытияПерсональныхДанных;РегистрСведений;Суб`єкти для приховування персональних даних;РегистрСведений_СубъектыДляСкрытияПерсональныхДанных.md
РегистрСведений.СуммыДокументовРегламентированныйУчет;РегистрСведений;Гривневі суми документів у валюті;РегистрСведений_СуммыДокументовРегламентированныйУчет.md
РегистрСведений.СчетчикДляОткрытияФормыОценкиМобильногоКлиента;РегистрСведений;Лічильник для відкриття форми оцінки мобільного клієнта;РегистрСведений_СчетчикДляОткрытияФормыОценкиМобильногоКлиента.md
РегистрСведений.СчетчикЗапусковКлиента;РегистрСведений;Лічильник запусків клієнта;РегистрСведений_СчетчикЗапусковКлиента.md
РегистрСведений.СчетчикиПодсказок;РегистрСведений;Лічильники підказок;РегистрСведений_СчетчикиПодсказок.md
РегистрСведений.СчетчикОшибокРегламентногоЗаданияИнтернетМагазина;РегистрСведений;Лічильник помилок регламентного завдання інтернет магазину;РегистрСведений_СчетчикОшибокРегламентногоЗаданияИнтернетМагазина.md
РегистрСведений.ТаблицыГруппДоступа;РегистрСведений;Таблиці груп доступу;РегистрСведений_ТаблицыГруппДоступа.md
РегистрСведений.ТекущиеВходящиеЗвонки;РегистрСведений;Поточні вхідні дзвінки;РегистрСведений_ТекущиеВходящиеЗвонки.md
РегистрСведений.ТекущиеКадровыеДанныеСотрудников;РегистрСведений;Поточні кадрові дані співробітників;РегистрСведений_ТекущиеКадровыеДанныеСотрудников.md
РегистрСведений.ТокеныДоступаAPIСервисаМассовыхРассылок;РегистрСведений;Токени доступу API сервісу масових розсилок;РегистрСведений_ТокеныДоступаAPIСервисаМассовыхРассылок.md
РегистрСведений.УдалениеСобытий;РегистрСведений;Вилучення подій;РегистрСведений_УдалениеСобытий.md
РегистрСведений.УдалитьЗамерыВремени3;РегистрСведений;(не використовується) Виміри часу 3;РегистрСведений_УдалитьЗамерыВремени3.md
РегистрСведений.УдалитьЗаполненностьСвойствКатегорий;РегистрСведений;(не використовується) Заповненість властивостей категорій;РегистрСведений_УдалитьЗаполненностьСвойствКатегорий.md
РегистрСведений.УдалитьКлючиДоступаКРегиструПриглашенияКОбменуЭлектроннымиДокументами;РегистрСведений;(не використовується) Ключі доступу до регістра Запрошення до обміну електронними документами;РегистрСведений_УдалитьКлючиДоступаКРегиструПриглашенияКОбменуЭлектроннымиДокументами.md
РегистрСведений.УдалитьНастройкиТранспортаОбмена;РегистрСведений;(не використовується) Налаштування транспорту обміну;РегистрСведений_УдалитьНастройкиТранспортаОбмена.md
РегистрСведений.УдалитьОбластиПерсональныхДанных;РегистрСведений;(не використовується) Області персональних даних;РегистрСведений_УдалитьОбластиПерсональныхДанных.md
РегистрСведений.УдалитьПараметрыИнтернетПоддержкиПользователей;РегистрСведений;(не використовується) Параметри Інтернет-підтримки користувачів;РегистрСведений_УдалитьПараметрыИнтернетПоддержкиПользователей.md
РегистрСведений.УдалитьПодчиненныеПользователи;РегистрСведений;(не використовується) Видалити підпорядковані користувачі;РегистрСведений_УдалитьПодчиненныеПользователи.md
РегистрСведений.УдалитьРезультатыОбменаДанными;РегистрСведений;(не використовується) Результати обміну даними;РегистрСведений_УдалитьРезультатыОбменаДанными.md
РегистрСведений.УдалитьФаксимилеНастройки;РегистрСведений;(не використовується) Факсиміле налаштування;РегистрСведений_УдалитьФаксимилеНастройки.md
РегистрСведений.УдалитьХранимыеФайлыВерсий;РегистрСведений;(не використовується) Файли версій, що зберігаються;РегистрСведений_УдалитьХранимыеФайлыВерсий.md
РегистрСведений.УдаляемыеОбъекты;РегистрСведений;Об`єкти, що вилучаються;РегистрСведений_УдаляемыеОбъекты.md
РегистрСведений.УзлыКорректировкиСтоимостиСписания;РегистрСведений;Вузли коригування вартості списання;РегистрСведений_УзлыКорректировкиСтоимостиСписания.md
РегистрСведений.УправлениеЗапасами;РегистрСведений;Управління запасами;РегистрСведений_УправлениеЗапасами.md
РегистрСведений.УсловияЗапретаПродажРМК;РегистрСведений;Умови заборони продажів;РегистрСведений_УсловияЗапретаПродажРМК.md
РегистрСведений.УчетныеЗаписиПользователя;РегистрСведений;Облікові записи користувача;РегистрСведений_УчетныеЗаписиПользователя.md
РегистрСведений.ФайлыВРабочемКаталоге;РегистрСведений;Файли в робочому каталозі;РегистрСведений_ФайлыВРабочемКаталоге.md
РегистрСведений.ФайлыВременногоХранилища;РегистрСведений;Файли тимчасового сховища;РегистрСведений_ФайлыВременногоХранилища.md
РегистрСведений.ФайлыОбластейДанных;РегистрСведений;Файли областей даних;РегистрСведений_ФайлыОбластейДанных.md
РегистрСведений.ФактОплатыДокументов;РегистрСведений;Факт оплати документів;РегистрСведений_ФактОплатыДокументов.md
РегистрСведений.ФактОплатыЗаказов;РегистрСведений;Факт оплати замовлень;РегистрСведений_ФактОплатыЗаказов.md
РегистрСведений.ФИОФизЛиц;РегистрСведений;Прізвище, ім`я, по батькові фізичних осіб;РегистрСведений_ФИОФизЛиц.md
РегистрСведений.ФискальныеОперации;РегистрСведений;Фіскальні операції;РегистрСведений_ФискальныеОперации.md
РегистрСведений.ФормированиеСегментовКонтрагентов;РегистрСведений;Формування сегментів контрагентів;РегистрСведений_ФормированиеСегментовКонтрагентов.md
РегистрСведений.ФормированиеСегментовНоменклатуры;РегистрСведений;Формування сегментів номенклатури;РегистрСведений_ФормированиеСегментовНоменклатуры.md
РегистрСведений.ХранилищеСертификатов;РегистрСведений;Сховище сертифікатів;РегистрСведений_ХранилищеСертификатов.md
РегистрСведений.ЦенникиКПечати;РегистрСведений;Цінники до друку;РегистрСведений_ЦенникиКПечати.md
РегистрСведений.ЦеныНоменклатуры;РегистрСведений;Ціни номенклатури;РегистрСведений_ЦеныНоменклатуры.md
РегистрСведений.ЦеныНоменклатурыКонтрагентов;РегистрСведений;Ціни номенклатури контрагентів;РегистрСведений_ЦеныНоменклатурыКонтрагентов.md
РегистрСведений.ЦеныТоваровНаКассовыхАппаратах;РегистрСведений;Ціни товарів на касових апаратах;РегистрСведений_ЦеныТоваровНаКассовыхАппаратах.md
РегистрСведений.ЧатыМессенджеров;РегистрСведений;Чати месенджерів;РегистрСведений_ЧатыМессенджеров.md
РегистрСведений.ШаблоныНаименований;РегистрСведений;Шаблони найменувань;РегистрСведений_ШаблоныНаименований.md
РегистрСведений.ШтатноеРасписание;РегистрСведений;Штатний розклад;РегистрСведений_ШтатноеРасписание.md
РегистрСведений.ШтрихкодыНоменклатуры;РегистрСведений;Штрихкоди номенклатури;РегистрСведений_ШтрихкодыНоменклатуры.md
РегистрСведений.ЭлектронныеПодписи;РегистрСведений;Електронні підписи;РегистрСведений_ЭлектронныеПодписи.md
РегистрНакопления.БонусныеБаллы;РегистрНакопления;Бонусні бали;РегистрНакопления_БонусныеБаллы.md
РегистрНакопления.ВзаиморасчетыПоВзносамВФонды;РегистрНакопления;Взаєморозрахунки за внесками до фондів;РегистрНакопления_ВзаиморасчетыПоВзносамВФонды.md
РегистрНакопления.ВзаиморасчетыПоНДФЛ;РегистрНакопления;Взаєморозрахунки з ПДФО;РегистрНакопления_ВзаиморасчетыПоНДФЛ.md
РегистрНакопления.ВнеоборотныеАктивы;РегистрНакопления;Майно;РегистрНакопления_ВнеоборотныеАктивы.md
РегистрНакопления.ВыполнениеДоговоровОбслуживания;РегистрНакопления;Виконання договорів обслуговування;РегистрНакопления_ВыполнениеДоговоровОбслуживания.md
РегистрНакопления.ВыпускПродукции;РегистрНакопления;Випуск продукції;РегистрНакопления_ВыпускПродукции.md
РегистрНакопления.ВыработкаВнеоборотныхАктивов;РегистрНакопления;Вироблення майна;РегистрНакопления_ВыработкаВнеоборотныхАктивов.md
РегистрНакопления.ГрафикДвиженияЗапасов;РегистрНакопления;Графік руху запасів;РегистрНакопления_ГрафикДвиженияЗапасов.md
РегистрНакопления.ДвиженияДенежныхСредств;РегистрНакопления;Рухи грошових коштів;РегистрНакопления_ДвиженияДенежныхСредств.md
РегистрНакопления.ДвиженияСерииНоменклатуры;РегистрНакопления;Рухи серії номенклатури;РегистрНакопления_ДвиженияСерииНоменклатуры.md
РегистрНакопления.ДенежныеСредства;РегистрНакопления;Грошові кошти;РегистрНакопления_ДенежныеСредства.md
РегистрНакопления.ДенежныеСредстваВКассахККМ;РегистрНакопления;Грошові кошти в касах ККМ;РегистрНакопления_ДенежныеСредстваВКассахККМ.md
РегистрНакопления.ДенежныеСредстваВРезерве;РегистрНакопления;Грошові кошти в резерві;РегистрНакопления_ДенежныеСредстваВРезерве.md
РегистрНакопления.ДенежныеСредстваКПоступлению;РегистрНакопления;Грошові кошти до надходження;РегистрНакопления_ДенежныеСредстваКПоступлению.md
РегистрНакопления.ДоходыИРасходы;РегистрНакопления;Доходи і витрати;РегистрНакопления_ДоходыИРасходы.md
РегистрНакопления.ДоходыИРасходыКассовыйМетод;РегистрНакопления;Доходи і витрати (касовий метод);РегистрНакопления_ДоходыИРасходыКассовыйМетод.md
РегистрНакопления.ДоходыИРасходыКассовыйМетодЭквайринг;РегистрНакопления;Еквайринг. Службовий. Доходи і витрати (касовий метод);РегистрНакопления_ДоходыИРасходыКассовыйМетодЭквайринг.md
РегистрНакопления.ДоходыИРасходыНераспределенные;РегистрНакопления;Доходи і витрати нерозподілені;РегистрНакопления_ДоходыИРасходыНераспределенные.md
РегистрНакопления.ДоходыИРасходыОтложенные;РегистрНакопления;Доходи і витрати відкладені;РегистрНакопления_ДоходыИРасходыОтложенные.md
РегистрНакопления.ДоходыИРасходыПоЗаказамПрогноз;РегистрНакопления;Доходи і витрати за замовленнями прогноз;РегистрНакопления_ДоходыИРасходыПоЗаказамПрогноз.md
РегистрНакопления.ДоходыИРасходыПрогноз;РегистрНакопления;Доходи і витрати (прогноз);РегистрНакопления_ДоходыИРасходыПрогноз.md
РегистрНакопления.ЗаданияНаРаботу;РегистрНакопления;Завдання на роботу;РегистрНакопления_ЗаданияНаРаботу.md
РегистрНакопления.ЗаказыНаПеремещение;РегистрНакопления;Замовлення на переміщення;РегистрНакопления_ЗаказыНаПеремещение.md
РегистрНакопления.ЗаказыНаПроизводство;РегистрНакопления;Замовлення на виробництво;РегистрНакопления_ЗаказыНаПроизводство.md
РегистрНакопления.ЗаказыПокупателей;РегистрНакопления;Замовлення покупців;РегистрНакопления_ЗаказыПокупателей.md
РегистрНакопления.ЗаказыПоставщикам;РегистрНакопления;Замовлення постачальникам;РегистрНакопления_ЗаказыПоставщикам.md
РегистрНакопления.Закупки;РегистрНакопления;Закупівлі;РегистрНакопления_Закупки.md
РегистрНакопления.Запасы;РегистрНакопления;Запаси і витрати;РегистрНакопления_Запасы.md
РегистрНакопления.ЗапасыВРемонте;РегистрНакопления;Запаси в ремонті;РегистрНакопления_ЗапасыВРемонте.md
РегистрНакопления.ЗапасыИАгентскиеУслугиПринятые;РегистрНакопления;Запаси і агентські послуги прийняті;РегистрНакопления_ЗапасыИАгентскиеУслугиПринятые.md
РегистрНакопления.ЗапасыКПоступлениюНаСклады;РегистрНакопления;Запаси до надходження на склади;РегистрНакопления_ЗапасыКПоступлениюНаСклады.md
РегистрНакопления.ЗапасыКРасходуСоСкладов;РегистрНакопления;Запаси до витрати зі складів;РегистрНакопления_ЗапасыКРасходуСоСкладов.md
РегистрНакопления.ЗапасыНаСкладах;РегистрНакопления;Запаси на складах;РегистрНакопления_ЗапасыНаСкладах.md
РегистрНакопления.ЗапасыПереданные;РегистрНакопления;Запаси передані;РегистрНакопления_ЗапасыПереданные.md
РегистрНакопления.ЗапасыПереданныеВРемонте;РегистрНакопления;Запаси передані в ремонті;РегистрНакопления_ЗапасыПереданныеВРемонте.md
РегистрНакопления.КнигаДоходовРасходовПоЕдиномуНалогу;РегистрНакопления;Книга доходів витрат по єдиному податку;РегистрНакопления_КнигаДоходовРасходовПоЕдиномуНалогу.md
РегистрНакопления.НачисленияБонусныхБаллов;РегистрНакопления;Нарахування бонусних балів;РегистрНакопления_НачисленияБонусныхБаллов.md
РегистрНакопления.НачисленияИУдержания;РегистрНакопления;Нарахування й утримання;РегистрНакопления_НачисленияИУдержания.md
РегистрНакопления.НДСПродаж;РегистрНакопления;ПДВ продажів;РегистрНакопления_НДСПродаж.md
РегистрНакопления.ОплатаДокументов;РегистрНакопления;Оплата документів;РегистрНакопления_ОплатаДокументов.md
РегистрНакопления.ОплатаПлатежнымиКартами;РегистрНакопления;Оплата платіжними картками;РегистрНакопления_ОплатаПлатежнымиКартами.md
РегистрНакопления.ОплатаПодарочнымиСертификатами;РегистрНакопления;Оплата подарунковими сертифікатами;РегистрНакопления_ОплатаПодарочнымиСертификатами.md
РегистрНакопления.ОплатаСчетовИЗаказов;РегистрНакопления;Оплата рахунків і замовлень;РегистрНакопления_ОплатаСчетовИЗаказов.md
РегистрНакопления.ПланыПродаж;РегистрНакопления;Плани продажів;РегистрНакопления_ПланыПродаж.md
РегистрНакопления.ПлатежныйКалендарь;РегистрНакопления;Платіжний календар;РегистрНакопления_ПлатежныйКалендарь.md
РегистрНакопления.ПодарочныеСертификаты;РегистрНакопления;Подарункові сертифікати;РегистрНакопления_ПодарочныеСертификаты.md
РегистрНакопления.ПотребностьВЗапасах;РегистрНакопления;Потреба в запасах;РегистрНакопления_ПотребностьВЗапасах.md
